,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Volume_shock,Price_shock,priceshock_wihout_volshock,Holiday
2015-07-01,989.0,1005.0,986.0,998.95,997.4,995.12,3440426.0,342364767905000.0,80010.0,2461395.0,0.7154,0.0,0.0,0.0,0
2015-07-02,999.0,1001.4,985.05,988.5,988.0,989.52,2003784.0,198277763095000.0,78544.0,1336220.0,0.6668000000000001,1.0,0.0,0.0,0
2015-07-03,988.0,993.0,982.0,990.4,990.3,989.7,1347653.0,133377844309999.98,35728.0,855211.0,0.6346,1.0,0.0,0.0,0
2015-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-07-06,985.0,988.0,975.0,981.75,983.3,981.33,2152801.0,211260772290000.0,60404.0,1475832.0,0.6855,1.0,0.0,0.0,0
2015-07-07,985.0,990.0,979.0,981.0,980.5,985.0,1748709.0,172247596070000.0,58985.0,1256080.0,0.7183,1.0,0.0,0.0,0
2015-07-08,979.0,979.0,954.8,957.45,957.5,962.49,3512089.0,338033377900000.0,109474.0,2565864.0,0.7306,1.0,1.0,0.0,0
2015-07-09,957.5,966.0,934.05,940.25,938.0,942.64,4293886.0,404760915105000.0,138299.0,2935843.0,0.6837000000000001,1.0,1.0,0.0,0
2015-07-10,948.1,952.1,932.65,935.5,937.5,941.18,3705761.0,348780663935000.0,134681.0,2959698.0,0.7987000000000001,1.0,0.0,0.0,0
2015-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-07-13,941.0,955.0,934.05,950.6,950.15,945.97,3265884.0,308941655460000.0,84133.0,2399679.0,0.7348,1.0,0.0,0.0,0
2015-07-14,955.0,973.5,945.5,970.0,971.25,961.36,2683537.0,257985618215000.0,76138.0,1776741.0,0.6620999999999999,1.0,1.0,0.0,0
2015-07-15,970.0,985.95,968.0,984.45,984.0,980.66,2064783.0,202484050655000.0,74801.0,1311520.0,0.6352000000000001,1.0,0.0,0.0,0
2015-07-16,987.7,991.5,979.5,990.0,989.05,987.36,1736469.0,171451798335000.0,52615.0,995275.0,0.5732,1.0,0.0,0.0,0
2015-07-17,991.0,1004.5,989.1,999.75,1001.85,997.46,1723989.0,171961524170000.0,59447.0,1003912.0,0.5822999999999999,0.0,0.0,0.0,0
2015-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-07-20,1001.4,1010.8,987.4,997.0,1001.25,998.95,2188590.0,218628582730000.03,74145.0,1054982.0,0.48200000000000004,1.0,0.0,0.0,0
2015-07-21,1035.0,1149.0,1035.0,1116.35,1112.65,1099.62,19155056.0,2106336454809999.8,408583.0,9575992.0,0.4999,1.0,1.0,0.0,0
2015-07-22,1105.0,1112.0,1076.65,1100.0,1103.15,1100.68,6332830.0,697041369130000.0,221999.0,3840750.0,0.6065,1.0,0.0,0.0,0
2015-07-23,1103.95,1117.0,1090.0,1094.45,1098.0,1106.23,3855374.0,426491529305000.0,166660.0,2123663.0,0.5508,1.0,0.0,0.0,0
2015-07-24,1095.55,1106.45,1083.1,1088.0,1087.6,1090.71,2240151.0,244335194005000.03,100221.0,1424342.0,0.6358,1.0,0.0,0.0,0
2015-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-07-27,1086.9,1087.95,1060.45,1065.0,1065.3,1073.34,3376122.0,362372135285000.0,175039.0,2443586.0,0.7238,1.0,1.0,0.0,0
2015-07-28,1068.5,1076.0,1054.25,1066.1,1062.85,1066.58,4238301.0,452049607525000.0,150481.0,2952854.0,0.6967,1.0,0.0,0.0,0
2015-07-29,1074.0,1092.0,1065.0,1086.0,1085.4,1082.68,3535667.0,382800808100000.0,82510.0,2422852.0,0.6853,1.0,1.0,0.0,0
2015-07-30,1090.0,1090.0,1058.0,1073.85,1070.0,1077.44,5978299.0,644124372835000.0,122143.0,4349077.0,0.7275,1.0,0.0,0.0,0
2015-07-31,1078.55,1081.35,1060.0,1078.5,1077.05,1071.55,3965506.0,424922875490000.0,108976.0,2869410.0,0.7236,1.0,0.0,0.0,0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-08-03,1078.0,1092.0,1068.95,1075.0,1078.95,1078.29,3980506.0,429213908345000.0,85130.0,3021847.0,0.7592,0.0,0.0,0.0,0
2015-08-04,1078.0,1078.95,1051.0,1058.55,1057.25,1061.33,4549527.0,482854967964999.94,139666.0,3264905.0,0.7176,1.0,1.0,0.0,0
2015-08-05,1062.0,1090.0,1061.95,1086.65,1086.35,1080.81,2376738.0,256881407400000.0,70472.0,1514838.0,0.6374000000000001,1.0,1.0,0.0,0
2015-08-06,1094.0,1105.5,1077.0,1088.0,1086.95,1089.08,3619126.0,394150898625000.0,94093.0,2240358.0,0.619,1.0,0.0,0.0,0
2015-08-07,1079.5,1101.0,1078.5,1096.5,1095.6,1095.84,2494029.0,273306442560000.0,99571.0,1729315.0,0.6934,1.0,0.0,0.0,0
2015-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-08-10,1098.0,1106.35,1067.0,1091.0,1086.0,1094.07,1996377.0,218416981940000.0,55130.0,1297347.0,0.6498999999999999,1.0,0.0,0.0,0
2015-08-11,1098.8,1116.9,1095.7,1115.0,1109.15,1105.55,3787203.0,418694805945000.0,122276.0,2697765.0,0.7123,1.0,1.0,0.0,0
2015-08-12,1115.0,1149.0,1111.0,1141.0,1144.4,1137.15,5084220.0,578151194180000.0,186856.0,3807473.0,0.7489,1.0,1.0,0.0,0
2015-08-13,1147.0,1166.85,1055.55,1155.35,1158.0,1155.49,4893980.0,565492810645000.0,128074.0,3469113.0,0.7089,0.0,0.0,0.0,0
2015-08-14,1165.0,1168.7,1143.1,1148.45,1149.25,1157.9,2554533.0,295789257695000.0,87830.0,1592415.0,0.6234000000000001,1.0,0.0,0.0,0
2015-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-08-17,1150.0,1153.45,1122.5,1141.1,1142.15,1136.37,1553718.0,176559123165000.0,50967.0,678282.0,0.4366,1.0,0.0,0.0,0
2015-08-18,1150.0,1177.7,1150.0,1162.5,1164.35,1167.25,2075223.0,242230491340000.0,103875.0,918470.0,0.4426,1.0,0.0,0.0,0
2015-08-19,1170.0,1186.2,1162.8,1174.95,1175.55,1176.36,3434759.0,404051341565000.0,92901.0,2353219.0,0.6851,1.0,0.0,0.0,0
2015-08-20,1159.0,1168.5,1128.0,1140.9,1134.55,1140.09,4184557.0,477076108245000.0,100655.0,2703228.0,0.6459999999999999,1.0,1.0,0.0,0
2015-08-21,1140.9,1160.95,1117.5,1143.9,1149.9,1145.35,5411071.0,619756061655000.0,118867.0,3331403.0,0.6157,1.0,0.0,0.0,0
2015-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-08-24,1109.95,1123.0,1078.6,1088.8,1092.05,1107.29,7061342.0,781894572735000.0,161508.0,4761350.0,0.6743000000000001,1.0,1.0,0.0,0
2015-08-25,1100.0,1119.0,1044.5,1088.0,1085.65,1085.15,6867539.0,745231380985000.0,153510.0,4834585.0,0.7040000000000001,0.0,0.0,0.0,0
2015-08-26,1089.8,1097.0,1059.0,1066.25,1064.6,1077.22,5749106.0,619303324200000.0,116990.0,4076370.0,0.7090000000000001,1.0,0.0,0.0,0
2015-08-27,1088.0,1100.1,1078.05,1084.0,1082.8,1085.94,7671696.0,833097204105000.0,139887.0,5605100.0,0.7306,1.0,0.0,0.0,0
2015-08-28,1101.6,1124.9,1101.6,1114.4,1111.05,1114.78,3604410.0,401812027185000.0,92660.0,2090906.0,0.5801,1.0,1.0,0.0,0
2015-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-08-31,1134.85,1134.85,1082.5,1097.3,1094.4,1098.12,4958532.0,544504832270000.0,112811.0,3332453.0,0.6720999999999999,1.0,0.0,0.0,0
2015-09-01,1090.0,1114.6,1082.0,1086.95,1089.0,1099.86,4535775.0,498870910980000.0,144963.0,3052400.0,0.6729999999999999,0.0,0.0,0.0,0
2015-09-02,1098.0,1115.0,1090.0,1102.0,1099.45,1102.46,5585915.0,615826784715000.0,127845.0,3245263.0,0.5810000000000001,1.0,0.0,0.0,0
2015-09-03,1110.15,1112.0,1092.5,1100.3,1099.35,1100.92,4295268.0,472876410714999.94,77626.0,3197225.0,0.7444,1.0,0.0,0.0,0
2015-09-04,1103.0,1111.0,1067.0,1074.9,1073.95,1079.25,3659444.0,394945656530000.0,100163.0,2171981.0,0.5935,1.0,1.0,0.0,0
2015-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-09-07,1084.95,1085.0,1055.0,1058.2,1058.75,1065.12,2590494.0,275919435225000.0,81606.0,1495175.0,0.5772,1.0,0.0,0.0,0
2015-09-08,1062.0,1074.0,1052.3,1062.6,1058.8,1063.17,2729748.0,290217863625000.0,78414.0,1742021.0,0.6382,0.0,0.0,0.0,0
2015-09-09,1087.1,1099.6,1072.0,1087.5,1088.7,1088.69,4574332.0,498004093695000.0,116781.0,2880608.0,0.6297,1.0,1.0,0.0,0
2015-09-10,1084.9,1091.5,1061.0,1080.0,1080.45,1079.95,4181502.0,451582165975000.0,113306.0,2688024.0,0.6428,0.0,0.0,0.0,0
2015-09-11,1091.55,1106.4,1085.5,1091.9,1090.75,1095.18,4941905.0,541226589614999.94,106420.0,3503104.0,0.7089,1.0,0.0,0.0,0
2015-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-09-14,1099.0,1104.0,1082.65,1100.0,1099.75,1095.4,3278538.0,359131075845000.0,68749.0,2338742.0,0.7133,1.0,0.0,0.0,0
2015-09-15,1099.4,1103.2,1088.15,1098.0,1099.2,1098.21,2645943.0,290580386365000.0,76986.0,1691768.0,0.6394,1.0,0.0,0.0,0
2015-09-16,1108.0,1109.75,1098.3,1101.0,1101.65,1102.88,3739120.0,412379831325000.0,75566.0,2778140.0,0.743,1.0,0.0,0.0,0
2015-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-09-18,1111.8,1117.9,1099.05,1101.3,1104.45,1109.16,5788438.0,642030231275000.0,99715.0,4400002.0,0.7601000000000001,1.0,0.0,0.0,0
2015-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-09-21,1100.0,1108.85,1092.5,1103.95,1104.65,1102.63,2175617.0,239889936240000.0,58851.0,1416700.0,0.6512000000000001,1.0,0.0,0.0,0
2015-09-22,1115.0,1135.95,1101.1,1104.4,1107.45,1123.16,4813493.0,540631582589999.94,125741.0,3149589.0,0.6543000000000001,1.0,0.0,0.0,0
2015-09-23,1107.45,1126.35,1097.45,1117.0,1116.25,1113.63,2379127.0,264946763855000.03,57336.0,1230658.0,0.5173,1.0,0.0,0.0,0
2015-09-24,1113.5,1152.7,1110.0,1141.25,1140.55,1138.27,6699631.0,762600504780000.0,172169.0,4696664.0,0.701,1.0,1.0,0.0,0
2015-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-09-28,1139.95,1142.85,1101.0,1106.2,1105.55,1114.37,4894232.0,545397474464999.94,125955.0,3334033.0,0.6812,1.0,1.0,0.0,0
2015-09-29,1102.0,1133.4,1097.5,1117.0,1121.85,1119.84,4349685.0,487096673939999.94,101045.0,2368692.0,0.5446,1.0,0.0,0.0,0
2015-09-30,1134.4,1168.95,1125.95,1157.0,1161.95,1151.23,4747846.0,546584264314999.94,111323.0,3106382.0,0.6543000000000001,0.0,1.0,1.0,0
2015-10-01,1169.9,1197.75,1160.0,1173.05,1173.05,1179.45,5432197.0,640699220525000.0,141361.0,3243441.0,0.5971000000000001,1.0,0.0,0.0,0
2015-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-10-05,1173.0,1189.35,1162.0,1181.1,1181.75,1176.75,3440880.0,404905030195000.0,124032.0,2048583.0,0.5954,1.0,0.0,0.0,0
2015-10-06,1187.05,1192.55,1148.1,1157.0,1154.6,1160.82,4355940.0,505646409130000.0,159201.0,2862268.0,0.6570999999999999,1.0,1.0,0.0,0
2015-10-07,1156.0,1168.75,1128.45,1139.0,1133.2,1147.22,4591244.0,526714609814999.94,140151.0,3368903.0,0.7338,0.0,0.0,0.0,0
2015-10-08,1136.4,1149.6,1126.05,1132.7,1132.15,1136.18,4540437.0,515874611285000.06,166680.0,3316675.0,0.7305,0.0,0.0,0.0,0
2015-10-09,1136.0,1172.9,1136.0,1170.9,1167.4,1154.34,5891069.0,680030981350000.0,172120.0,3660285.0,0.6213000000000001,1.0,1.0,0.0,0
2015-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-10-12,1199.0,1219.8,1109.0,1122.9,1122.9,1145.31,15202485.0,1741149895645000.0,347437.0,5258181.0,0.34590000000000004,1.0,1.0,0.0,0
2015-10-13,1107.45,1111.0,1085.2,1098.1,1099.4,1097.14,7663431.0,840785952585000.0,286593.0,4019557.0,0.5245000000000001,1.0,1.0,0.0,0
2015-10-14,1091.45,1115.55,1087.2,1096.0,1097.6,1104.2,4432755.0,489462906395000.0,158291.0,2478570.0,0.5590999999999999,1.0,0.0,0.0,0
2015-10-15,1099.9,1104.35,1089.1,1096.9,1097.35,1096.26,4127833.0,452518263010000.06,184169.0,2599954.0,0.6299,0.0,0.0,0.0,0
2015-10-16,1099.0,1101.4,1090.0,1093.0,1094.9,1094.85,3209496.0,351391910005000.0,74364.0,1874068.0,0.5839,1.0,0.0,0.0,0
2015-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-10-19,1102.0,1116.0,1100.5,1114.7,1111.95,1109.22,3673747.0,407498582850000.0,128555.0,2537719.0,0.6908,1.0,0.0,0.0,0
2015-10-20,1113.0,1130.0,1110.6,1126.3,1125.95,1121.86,4394155.0,492963046639999.94,101555.0,3233998.0,0.736,1.0,0.0,0.0,0
2015-10-21,1125.0,1146.85,1125.0,1137.5,1138.4,1137.86,3639049.0,414072466450000.0,89639.0,2309832.0,0.6347,1.0,0.0,0.0,0
2015-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-10-23,1141.8,1153.0,1125.1,1149.0,1149.9,1141.35,3016681.0,344308080765000.0,117698.0,1806303.0,0.5988,1.0,0.0,0.0,0
2015-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-10-26,1154.0,1158.5,1143.15,1150.0,1152.15,1150.88,1597971.0,183907923750000.0,82222.0,801160.0,0.5014000000000001,1.0,0.0,0.0,0
2015-10-27,1150.0,1155.0,1144.1,1147.35,1149.4,1149.74,2631874.0,302597157335000.0,79833.0,1878077.0,0.7136,1.0,0.0,0.0,0
2015-10-28,1144.5,1158.0,1139.0,1155.1,1153.2,1147.14,2627736.0,301437847355000.0,95707.0,1841598.0,0.7008,0.0,0.0,0.0,0
2015-10-29,1153.1,1155.9,1136.05,1142.25,1145.05,1143.62,2943662.0,336642019570000.0,74479.0,2045021.0,0.6947,1.0,0.0,0.0,0
2015-10-30,1145.0,1145.0,1130.0,1132.0,1135.45,1135.02,2022338.0,229538984160000.0,57656.0,1151943.0,0.5696,1.0,0.0,0.0,0
2015-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-11-02,1130.0,1135.8,1114.1,1133.75,1131.2,1123.76,1772494.0,199185508285000.0,44108.0,806329.0,0.4549,1.0,0.0,0.0,0
2015-11-03,1133.4,1150.45,1133.4,1140.15,1145.5,1144.0,1807341.0,206759913560000.0,47225.0,962391.0,0.5325,0.0,0.0,0.0,0
2015-11-04,1150.1,1157.6,1132.3,1137.05,1136.8,1142.83,1602786.0,183171697670000.0,60740.0,917154.0,0.5722,1.0,0.0,0.0,0
2015-11-05,1142.95,1145.0,1119.4,1120.4,1122.9,1133.3,1172653.0,132896425245000.0,33057.0,545046.0,0.4648,1.0,0.0,0.0,0
2015-11-06,1123.0,1143.9,1122.9,1140.2,1138.3,1137.85,1513086.0,172166552855000.0,43442.0,893260.0,0.5904,1.0,0.0,0.0,0
2015-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-11-09,1120.0,1140.0,1115.2,1138.15,1134.6,1127.68,3062838.0,345389709065000.0,73732.0,2080780.0,0.6794,1.0,0.0,0.0,0
2015-11-10,1127.5,1127.5,1100.1,1106.0,1103.85,1114.22,2340026.0,260730646280000.03,56153.0,1618684.0,0.6917,1.0,1.0,0.0,0
2015-11-11,1118.0,1118.0,1103.0,1109.3,1107.6,1109.42,353652.0,39234810195000.0,13196.0,166222.0,0.47000000000000003,1.0,0.0,0.0,0
2015-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-11-13,1099.95,1106.0,1090.0,1097.0,1100.8,1097.45,1760434.0,193199186785000.0,86653.0,1134912.0,0.6447,1.0,0.0,0.0,0
2015-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-11-16,1083.65,1094.0,1067.2,1088.0,1080.2,1081.23,3404167.0,368067258385000.0,84079.0,2089950.0,0.6139,1.0,0.0,0.0,0
2015-11-17,1080.0,1082.9,1052.0,1058.6,1061.5,1061.53,3592053.0,381308158830000.0,130125.0,2136025.0,0.5947,0.0,0.0,0.0,0
2015-11-18,1041.0,1045.15,1011.25,1020.45,1020.0,1027.76,5062626.0,520318727405000.0,163352.0,2860889.0,0.5651,1.0,1.0,0.0,0
2015-11-19,1030.25,1052.0,1023.8,1048.0,1047.8,1038.56,4269811.0,443443916650000.0,169433.0,2638720.0,0.618,1.0,1.0,0.0,0
2015-11-20,1048.0,1063.2,1042.05,1051.0,1052.4,1053.83,3041489.0,320521996790000.0,151348.0,1851747.0,0.6088,1.0,0.0,0.0,0
2015-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-11-23,1050.0,1062.4,1038.0,1052.0,1053.7,1053.76,2808175.0,295915599655000.0,90521.0,1799534.0,0.6408,0.0,0.0,0.0,0
2015-11-24,1050.0,1050.8,1037.0,1040.7,1041.15,1043.4,2162901.0,225677909644999.97,58310.0,1249010.0,0.5775,1.0,0.0,0.0,0
2015-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-11-26,1040.95,1059.5,1040.05,1050.0,1052.4,1051.79,4926984.0,518213697625000.0,114757.0,3656974.0,0.7422,1.0,0.0,0.0,0
2015-11-27,1058.0,1070.0,1045.0,1066.0,1066.35,1060.99,2571239.0,272806259580000.03,69214.0,1799884.0,0.7000000000000001,1.0,0.0,0.0,0
2015-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-11-30,1070.0,1098.3,1056.2,1083.05,1087.9,1083.44,9052767.0,980815522429999.9,108763.0,5565189.0,0.6148,1.0,0.0,0.0,0
2015-12-01,1088.0,1095.0,1072.95,1075.45,1079.0,1082.42,2949275.0,319235693950000.0,76585.0,1982960.0,0.6724,1.0,0.0,0.0,0
2015-12-02,1079.95,1079.95,1059.0,1061.1,1060.7,1064.12,3198808.0,340392889080000.0,90123.0,2139233.0,0.6688,0.0,0.0,0.0,0
2015-12-03,1061.0,1064.8,1049.05,1059.0,1057.75,1056.77,2752363.0,290862405785000.0,110543.0,1838358.0,0.6679,1.0,0.0,0.0,0
2015-12-04,1049.0,1064.9,1040.1,1048.85,1049.05,1047.32,4187765.0,438592845500000.0,209805.0,3031773.0,0.7240000000000001,1.0,0.0,0.0,0
2015-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-12-07,1055.3,1059.0,1040.0,1046.0,1046.25,1048.08,2256935.0,236544828719999.97,65005.0,1441112.0,0.6385000000000001,1.0,0.0,0.0,0
2015-12-08,1045.05,1062.75,1039.3,1042.0,1044.4,1051.88,2862186.0,301068358985000.0,87394.0,1790175.0,0.6255,1.0,0.0,0.0,0
2015-12-09,1043.0,1046.95,1022.55,1024.0,1028.2,1036.19,3409127.0,353248739215000.0,85433.0,2068578.0,0.6068,1.0,0.0,0.0,0
2015-12-10,1036.6,1051.6,1030.3,1049.9,1047.35,1040.47,2793873.0,290694525415000.0,80028.0,1838589.0,0.6581,1.0,0.0,0.0,0
2015-12-11,1054.0,1061.9,1045.9,1055.65,1052.8,1052.88,2695099.0,283760686920000.0,84930.0,1623053.0,0.6022,0.0,0.0,0.0,0
2015-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-12-14,1049.5,1073.15,1048.05,1067.5,1069.5,1066.3,2408336.0,256801842930000.03,104978.0,1419333.0,0.5893,1.0,0.0,0.0,0
2015-12-15,1073.25,1079.1,1058.8,1078.5,1077.55,1071.44,2715904.0,290992602415000.0,76821.0,1951187.0,0.7184,1.0,0.0,0.0,0
2015-12-16,1083.4,1098.0,1083.4,1094.0,1095.85,1092.86,2747926.0,300309411565000.0,66894.0,1988090.0,0.7234999999999999,0.0,0.0,0.0,0
2015-12-17,1100.0,1109.8,1088.0,1105.5,1107.1,1099.83,2479391.0,272690708885000.0,87599.0,1294917.0,0.5223,1.0,0.0,0.0,0
2015-12-18,1103.4,1103.4,1079.45,1085.95,1083.15,1086.91,3609910.0,392365070280000.0,65866.0,2604590.0,0.7215,1.0,1.0,0.0,0
2015-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-12-21,1077.0,1107.4,1065.95,1107.0,1103.45,1095.68,2165506.0,237270684785000.0,61692.0,1223571.0,0.5650000000000001,1.0,0.0,0.0,0
2015-12-22,1097.45,1097.45,1080.1,1085.0,1083.75,1085.81,2054627.0,223093891419999.97,51963.0,1204818.0,0.5864,0.0,0.0,0.0,0
2015-12-23,1095.05,1102.5,1087.05,1100.0,1100.85,1097.35,1435464.0,157520022785000.0,38571.0,861318.0,0.6,1.0,0.0,0.0,0
2015-12-24,1102.05,1104.45,1090.1,1095.8,1096.35,1095.84,615027.0,67396956120000.01,20528.0,294731.0,0.4792,1.0,0.0,0.0,0
2015-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2015-12-28,1090.0,1110.0,1090.0,1103.8,1104.75,1105.51,2763476.0,305504603475000.0,51103.0,1880078.0,0.6803,1.0,0.0,0.0,0
2015-12-29,1101.25,1110.0,1097.3,1103.0,1104.7,1104.14,1672531.0,184670611235000.0,52409.0,967577.0,0.5785,1.0,0.0,0.0,0
2015-12-30,1101.1,1106.6,1083.0,1088.0,1086.3,1094.45,2576985.0,282038007565000.0,65379.0,1754378.0,0.6808,1.0,0.0,0.0,0
